Unnamed: 0,County,Neighborhood,Room,Saloon,m2,Price,latitude,longitude
0,Yenimahalle,Yeni Batı Mahallesi,1.0,1,55,35000,39.9744626,32.6967138
1,Etimesgut,Süvari Mahallesi,3.0,1,125,23500,39.9487007,32.6455548
2,Çankaya,Prof. Dr. Ahmet Taner Kışlalı Mahallesi,4.0,1,195,75000,39.8739193,32.6878754
3,Çankaya,Erzurum Mahallesi,2.0,1,80,17000,39.9309574,32.8717502
4,Çankaya,Konutkent Mahallesi,1.0,0,45,25000,39.877841,32.6679958
5,Keçiören,Etlik Mahallesi,3.0,1,120,28500,39.9799604,32.8284002
6,Sincan,Atatürk Mahallesi,3.0,1,160,30000,39.9641128,32.5816913
7,Altındağ,Aydınlıkevler Mahallesi,1.0,1,75,21000,39.9627386,32.8748794
8,Mamak,Mehtap Mahallesi,3.0,1,115,16000,39.9327491,32.897245
9,Mamak,Şahintepe Mahallesi,3.0,1,120,22000,39.9189342,32.9165611
10,Etimesgut,Yeni Bağlıca Mahallesi,3.5,1,165,53000,39.9007102,32.6397785
11,Keçiören,Pınarbaşı Mahallesi,3.0,1,110,21000,40.002022,32.86543
12,Yenimahalle,Çiğdemtepe Mahallesi,4.0,1,218,37000,39.9929077,32.7934763
13,Mamak,Derbent Mahallesi,3.0,1,120,25500,39.9230539,32.9332978
14,Keçiören,İncirli Mahallesi,2.0,1,115,10000,39.9845847,32.846361
15,Etimesgut,Yeni Bağlıca Mahallesi,3.0,1,170,39000,39.9007102,32.6397785
16,Yenimahalle,Avcılar Mahallesi,3.0,1,170,40000,39.9867879,32.7855435
17,Mamak,Hüseyingazi Mahallesi,3.0,1,125,30000,39.9328255,32.9125214
18,Keçiören,Aşağı Eğlence Mahallesi,3.0,1,110,25000,39.9715857,32.8378467
19,Keçiören,Osmangazi Mahallesi,3.0,1,125,25000,40.0137581,32.8604171
20,Beypazarı,Kurtuluş Mahallesi,2.0,1,75,24000,40.1600821,31.9158676
21,Çankaya,Çamlıtepe Mahallesi,2.0,1,90,30000,39.9267691,32.8698635
22,Sincan,Alcı Mahallesi,3.0,1,148,17500,,
23,Polatlı,Şehitlik Mahallesi,3.0,1,120,15000,39.5821905,32.1259406
24,Keçiören,İncirli Mahallesi,3.0,1,120,25000,39.9845847,32.846361
25,Mamak,Karaağaç Mahallesi,3.0,1,110,17000,39.9371026,32.9224707
26,Yenimahalle,Beştepe Mahallesi,2.0,1,90,35000,39.9243387,32.812235
27,Çankaya,Fakülteler Mahallesi,3.0,1,125,30000,39.930093,32.8735174
28,Altındağ,Aydınlıkevler Mahallesi,2.0,1,80,21000,39.9627386,32.8748794
29,Keçiören,Etlik Mahallesi,3.0,1,120,39000,39.9799604,32.8284002
30,Çankaya,Yaşamkent Mahallesi,1.0,1,55,32000,39.858413,32.6438736
31,Çankaya,Yaşamkent Mahallesi,1.0,1,45,26500,39.858413,32.6438736
32,Çankaya,Yaşamkent Mahallesi,1.0,1,35,23500,39.858413,32.6438736
33,Mamak,Cengizhan Mahallesi,3.0,1,135,25000,39.9000451,32.9239483
34,Keçiören,Karargahtepe Mahallesi,2.0,1,90,21000,39.97121,32.8607382
35,Altındağ,Hacettepe Mahallesi,3.0,1,95,25000,39.9311536,32.8600444
36,Keçiören,Bağlarbaşı Mahallesi,3.0,1,110,20500,39.9932896,32.8795626
37,Yenimahalle,Demetgül Mahallesi,3.0,1,130,21000,39.96265,32.7945377
38,Etimesgut,Piyade Mahallesi,3.0,1,120,27000,39.9509373,32.6379972
39,Mamak,Diriliş Mahallesi,3.0,1,120,23000,39.9514066,32.9017354
40,Yenimahalle,Demetlale Mahallesi,3.0,1,130,25000,39.9634391,32.7902555
41,Keçiören,Emrah Mahallesi,2.0,1,100,26000,39.974167,32.8460721
42,Sincan,Yunus Emre Mahallesi,3.5,1,120,19000,39.9779999,32.599985
43,Keçiören,İncirli Mahallesi,2.0,1,100,17500,39.9845847,32.846361
44,Etimesgut,Kazım Karabekir Mahallesi,3.0,1,120,25000,39.9486211,32.659962
45,Çankaya,İşçi Blokları Mahallesi,3.0,1,110,37000,39.8935146,32.7982283
46,Etimesgut,Atayurt Mahallesi,3.0,1,137,21000,39.8419009,32.5398583
47,Sincan,Menderes Mahallesi,3.0,1,145,26000,40.0053079,32.5305332
48,Keçiören,Bağlarbaşı Mahallesi,3.0,1,115,22000,39.9932896,32.8795626
49,Etimesgut,Topçu Mahallesi,3.0,1,130,26000,39.9544543,32.6162905
50,Yenimahalle,Beştepe Mahallesi,3.0,1,110,40500,39.9243387,32.812235
51,Yenimahalle,Yeni Batı Mahallesi,1.0,1,65,35000,39.9744626,32.6967138
52,Etimesgut,Bağlıca Mahallesi,4.0,1,175,51500,39.8940734,32.6480435
53,Altındağ,Beşikkaya Mahallesi,2.0,1,95,11000,39.9700956,32.9476632
54,Keçiören,Şehit Kubilay Mahallesi,3.0,1,115,23000,39.9929026,32.8082444
55,Etimesgut,Atayurt Mahallesi,2.0,1,94,16000,39.8419009,32.5398583
56,Altındağ,Gültepe Mahallesi,2.0,1,95,19000,39.9487494,32.8849449
57,Altındağ,Gültepe Mahallesi,2.0,1,85,25000,39.9487494,32.8849449
58,Gölbaşı,Bahçelievler Mahallesi,2.0,1,105,33000,39.789888,32.8072715
59,Altındağ,Hacettepe Mahallesi,1.0,1,70,38500,39.9311536,32.8600444
60,Çankaya,Harbiye Mahallesi,3.0,1,120,25000,39.8909554,32.838563
61,Çankaya,Birlik Mahallesi,4.0,1,140,32000,39.8793835,32.8801712
62,Çankaya,Prof. Dr. Ahmet Taner Kışlalı Mahallesi,4.0,1,195,75000,39.8739193,32.6878754
63,Sincan,Akşemsettin Mahallesi,2.0,1,100,18000,39.96683,32.5895634
64,Keçiören,Yükseltepe Mahallesi,3.0,1,125,24000,40.0006432,32.8077829
65,Çankaya,Yaşamkent Mahallesi,2.0,1,95,35000,39.858413,32.6438736
66,Sincan,Fatih Mahallesi,2.0,1,90,20000,39.9892521,32.5876386
67,Keçiören,İncirli Mahallesi,2.0,1,85,19000,39.9845847,32.846361
68,Çankaya,Yukarı Bahçelievler Mahallesi,1.0,1,60,38000,39.9221083,32.8261127
69,Çankaya,Cebeci Mahallesi,2.0,1,75,14000,39.9325248,32.8781919
70,Keçiören,Ayvalı Mahallesi,2.0,1,110,19500,39.9833642,32.8182536
71,Çankaya,Alacaatlı Mahallesi,1.0,1,75,31500,39.8478748,32.6747922
72,Altındağ,Yıldıztepe Mahallesi,3.0,1,150,29000,39.9744275,32.90475
73,Keçiören,Yayla Mahallesi,3.0,1,110,26500,39.9920925,32.8292426
74,Yenimahalle,Ergazi Mahallesi,3.0,1,120,35000,39.9569294,32.7111062
75,Gölbaşı,Örencik Mahallesi,1.0,1,55,18500,39.781067,32.834237
76,Gölbaşı,Bahçelievler Mahallesi,2.0,1,95,22500,39.789888,32.8072715
77,Keçiören,Etlik Mahallesi,3.0,1,175,45000,39.9799604,32.8284002
78,Keçiören,Sancaktepe Mahallesi,3.0,1,115,23000,39.9961177,32.8129904
79,Keçiören,Şenlik Mahallesi,3.0,1,120,25000,39.9959239,32.8704206
80,Yenimahalle,Demetevler Mahallesi,3.0,1,115,23500,39.9687718,32.7846709
81,Keçiören,Şenyuva Mahallesi,3.0,1,140,25000,40.011987,32.8952648
82,Sincan,Malazgirt Mahallesi,5.0,1,220,29000,39.9566483,32.5705119
83,Mamak,Cengizhan Mahallesi,3.0,1,120,25000,39.9000451,32.9239483
84,Mamak,General Zeki Doğan Mahallesi,3.0,1,95,21000,39.9167721,32.9061676
85,Yenimahalle,Ragıp Tüzün Mahallesi,2.0,1,105,27000,39.9650023,32.8087623
86,Sincan,Fatih Mahallesi,2.0,1,75,14300,39.9892521,32.5876386
87,Çubuk,Esenboğa Merkez Mahallesi,2.0,1,80,17000,,
88,Çankaya,Emek Mahallesi,3.0,1,120,40000,39.9222107,32.8174961
89,Çubuk,Esenboğa Merkez Mahallesi,2.0,1,80,17000,,
90,Çankaya,Emek Mahallesi,3.0,1,120,40000,39.9222107,32.8174961
91,Çankaya,Yücetepe Mahallesi,2.0,1,65,29000,39.9207809,32.8408492
92,Çankaya,Yukarı Bahçelievler Mahallesi,2.0,1,80,37000,39.9221083,32.8261127
93,Etimesgut,Şeyh Şamil Mahallesi,2.0,1,120,30000,39.9983957,32.6295384
94,Polatlı,Şehitlik Mahallesi,3.0,1,120,15000,39.5821905,32.1259406
95,Sincan,Andiçen Mahallesi,3.0,1,115,20000,39.9535468,32.5841885
96,Mamak,Abidinpaşa Mahallesi,3.0,1,135,22000,39.928423,32.8869226
97,Sincan,Selçuklu Mahallesi,3.0,1,110,20000,39.9538197,32.5988363
98,Mamak,Şahintepe Mahallesi,3.0,1,100,18500,39.9189342,32.9165611
99,Etimesgut,Yeni Bağlıca Mahallesi,3.0,1,175,42000,39.9007102,32.6397785
100,Etimesgut,Bağlıca Mahallesi,4.0,1,203,59000,39.8940734,32.6480435
101,Gölbaşı,İncek Mahallesi,1.0,1,65,25000,39.8075431,32.6973502
102,Etimesgut,Eryaman Mahallesi,2.0,1,85,29000,39.9722971,32.6212797
103,Çankaya,Bahçelievler Mahallesi,4.0,1,150,39000,39.9278078,32.8264893
104,Gölbaşı,İncek Mahallesi,1.0,1,49,14500,39.8075431,32.6973502
105,Yenimahalle,İnönü Mahallesi,3.0,1,110,27000,39.9533428,32.7219775
106,Çubuk,Yıldırım Beyazıt Mahallesi,3.0,1,165,25000,40.2336564,33.0457239
107,Keçiören,Ayvalı Mahallesi,3.0,1,150,35000,39.9833642,32.8182536
108,Mamak,Çağlayan Mahallesi,3.0,1,120,22500,39.9286716,32.9107271
109,Çankaya,Yücetepe Mahallesi,3.0,1,110,26000,39.9207809,32.8408492
110,Mamak,Demirlibahçe Mahallesi,3.0,1,120,22500,39.9365913,32.8825623
111,Yenimahalle,İnönü Mahallesi,3.0,1,115,26500,39.9533428,32.7219775
112,Çankaya,Arka Topraklık Mahallesi,2.0,1,95,18000,,
113,Çankaya,Çamlıtepe Mahallesi,3.0,1,100,23000,39.9267691,32.8698635
114,Sincan,Fevzi Çakmak Mahallesi,3.0,1,145,27500,40.0128919,32.5172466
115,Keçiören,İncirli Mahallesi,6.0,1,300,30000,39.9845847,32.846361
116,Keçiören,İncirli Mahallesi,3.0,1,110,21000,39.9845847,32.846361
117,Çankaya,Maltepe Mahallesi,2.0,1,65,35000,39.9245796,32.845407
118,Mamak,Durali Alıç Mahallesi,3.0,1,150,29999,39.9029715,32.9308802
119,Keçiören,İncirli Mahallesi,3.0,1,110,21000,39.9845847,32.846361
120,Çankaya,Maltepe Mahallesi,2.0,1,65,35000,39.9245796,32.845407
121,Mamak,Durali Alıç Mahallesi,3.0,1,150,29999,39.9029715,32.9308802
122,Mamak,Abidinpaşa Mahallesi,3.0,1,135,22000,39.928423,32.8869226
123,Keçiören,Uyanış Mahallesi,2.0,1,90,18500,40.0073378,32.8668194
124,Keçiören,İncirli Mahallesi,2.0,1,100,16000,39.9845847,32.846361
125,Mamak,Fahri Korutürk Mahallesi,3.0,1,125,23000,39.9099498,32.9227993
126,Mamak,Şirintepe Mahallesi,3.0,1,120,18000,39.9148073,32.9236783
127,Mamak,Abidinpaşa Mahallesi,2.0,1,90,17500,39.928423,32.8869226
128,Yenimahalle,Gayret Mahallesi,3.0,1,110,36000,39.9591081,32.8110175
129,Çankaya,Maltepe Mahallesi,1.0,1,75,41000,39.9245796,32.845407
130,Mamak,Hüseyingazi Mahallesi,2.0,1,85,24000,39.9328255,32.9125214
131,Mamak,Durali Alıç Mahallesi,3.0,1,135,25000,39.9029715,32.9308802
132,Keçiören,Kuşcağız Mahallesi,3.0,1,120,25000,39.9946817,32.8518525
133,Keçiören,Yayla Mahallesi,3.0,1,135,30000,39.9920925,32.8292426
134,Çankaya,Hilal Mahallesi,4.0,1,210,80000,39.8688676,32.8560354
135,Çankaya,Bahçelievler Mahallesi,2.0,1,80,28000,39.9278078,32.8264893
136,Akyurt,Balıkhisar Mahallesi,1.0,1,55,25000,40.1024748,32.9994355
137,Çankaya,Oran Mahallesi,2.0,1,120,37000,39.8475718,32.8236051
138,Etimesgut,Tunahan Mahallesi,1.0,1,60,22000,39.9860189,32.6232237
139,Keçiören,Şehit Kubilay Mahallesi,3.0,1,120,23500,39.9929026,32.8082444
140,Etimesgut,Piyade Mahallesi,3.0,1,130,26500,39.9509373,32.6379972
141,Yenimahalle,Mehmet Akif Ersoy Mahallesi,2.0,1,75,31750,39.9662907,32.7715145
142,Yenimahalle,Burç Mahallesi,3.0,1,130,20000,39.9874526,32.801643
143,Altındağ,Karacaören Mahallesi,2.0,1,100,15600,40.0329033,32.9209737
144,Çankaya,Çankaya Mahallesi,3.0,1,160,40000,39.8906596,32.8617668
145,Çankaya,Konutkent Mahallesi,1.0,1,50,24750,39.877841,32.6679958
146,Yenimahalle,Demetevler Mahallesi,3.0,1,135,34000,39.9687718,32.7846709
147,Mamak,Demirlibahçe Mahallesi,3.0,1,130,27500,39.9365913,32.8825623
148,Çankaya,Kazım Özalp Mahallesi,2.0,1,80,32000,39.8931202,32.8697628
149,Sincan,Çoğlu Mahallesi,3.0,1,130,25000,40.0159388,32.5410205
150,Sincan,Osmanlı Mahallesi,3.0,1,130,20000,39.9479488,32.5819215
151,Sincan,İstasyon Mahallesi,3.0,1,130,32000,39.9697924,32.5821159
152,Yenimahalle,Yeni Batı Mahallesi,1.0,1,65,30000,39.9744626,32.6967138
153,Çankaya,Yukarı Bahçelievler Mahallesi,2.0,1,100,63000,39.9221083,32.8261127
154,Sincan,Mareşal Çakmak Mahallesi,3.0,1,130,1750000,39.9622534,32.5870211
155,Sincan,Fevzi Çakmak Mahallesi,3.0,1,145,26000,40.0128919,32.5172466
156,Sincan,Saraycık Mahallesi,4.0,1,180,33000,39.9388091,32.5771045
157,Sincan,Pınarbaşı Mahallesi,3.0,1,135,25000,39.9494709,32.5704168
158,Keçiören,İncirli Mahallesi,3.0,1,130,33000,39.9845847,32.846361
159,Keçiören,Aşağı Eğlence Mahallesi,2.0,1,85,22500,39.9715857,32.8378467
160,Akyurt,Balıkhisar Mahallesi,1.0,1,55,25000,40.1024748,32.9994355
161,Çankaya,Büyükesat Mahallesi,3.0,1,140,30000,39.8923503,32.8769596
162,Çankaya,Cevizlidere Mahallesi,3.0,1,145,45000,39.8850486,32.8167413
163,Pursaklar,Saray Cumhuriyet Mahallesi,2.0,1,90,24000,40.073594,32.9354818
164,Sincan,Hürriyet Mahallesi,3.0,1,150,15000,39.953579,32.5909807
165,Yenimahalle,Pamuklar Mahallesi,3.0,1,130,30000,39.9829753,32.8074181
166,Çankaya,Beytepe Mahallesi,1.0,1,60,35000,39.8564127,32.7405291
167,Çankaya,Yukarı Bahçelievler Mahallesi,1.0,1,50,40000,39.9221083,32.8261127
168,Yenimahalle,Yunus Emre Mahallesi,3.0,1,160,35000,39.9683128,32.8124025
169,Çubuk,Yıldırım Beyazıt Mahallesi,3.0,1,138,18000,40.2336564,33.0457239
170,Keçiören,Etlik Mahallesi,3.0,1,125,27000,39.9799604,32.8284002
171,Yenimahalle,Yeni Batı Mahallesi,1.0,1,70,30000,39.9744626,32.6967138
172,Çankaya,Birlik Mahallesi,3.0,1,100,35000,39.8793835,32.8801712
173,Etimesgut,Şehit Osman Avcı Mahallesi,2.0,1,100,23000,39.9792655,32.6539061
174,Etimesgut,Eryaman Mahallesi,1.0,1,60,19750,39.9722971,32.6212797
175,Kızılcahamam,Yenice Mahallesi,1.0,1,55,700000,40.4697106,32.6391349
176,Yenimahalle,Yeni Batı Mahallesi,1.0,1,65,30000,39.9744626,32.6967138
177,Sincan,Plevne Mahallesi,3.0,1,120,15000,39.9649906,32.5972253
178,Yenimahalle,Kentkoop Mahallesi,3.0,1,110,28000,39.965282,32.7260379
179,Yenimahalle,Yuvaköy Mahallesi,2.0,1,85,39000,40.0203817,32.7265363
180,Yenimahalle,Ostim Mahallesi,4.0,1,145,40000,39.9837314,32.7496094
181,Sincan,Fevzi Çakmak Mahallesi,3.0,1,135,25500,40.0128919,32.5172466
182,Altındağ,Yıldıztepe Mahallesi,3.0,1,125,27000,39.9744275,32.90475
183,Altındağ,Hacettepe Mahallesi,1.0,1,85,41000,39.9311536,32.8600444
184,Mamak,Gülveren Mahallesi,3.0,1,120,25000,39.9438122,32.894704
185,Çankaya,Cebeci Mahallesi,3.0,1,120,25000,39.9325248,32.8781919
186,Çankaya,Cebeci Mahallesi,2.0,1,90,25000,39.9325248,32.8781919
187,Mamak,Demirlibahçe Mahallesi,3.0,1,120,18000,39.9365913,32.8825623
188,Çankaya,Ertuğrulgazi Mahallesi,3.0,1,100,23000,39.9266737,32.8808702
189,Mamak,Demirlibahçe Mahallesi,1.0,1,70,20000,39.9365913,32.8825623
190,Mamak,Demirlibahçe Mahallesi,2.0,1,90,20000,39.9365913,32.8825623
191,Çankaya,Fakülteler Mahallesi,3.0,1,100,30000,39.930093,32.8735174
192,Çankaya,Çamlıtepe Mahallesi,3.0,1,105,25000,39.9267691,32.8698635
193,Çankaya,Umut Mahallesi,5.0,1,200,42500,39.9058554,32.8746033
194,Mamak,Demirlibahçe Mahallesi,3.0,1,110,22000,39.9365913,32.8825623
195,Yenimahalle,Turgut Özal Mahallesi,3.0,1,135,42000,39.9900292,32.7159693
196,Çankaya,Cebeci Mahallesi,2.0,1,75,25000,39.9325248,32.8781919
197,Çankaya,Maltepe Mahallesi,3.0,1,125,32000,39.9245796,32.845407
198,Yenimahalle,Demetevler Mahallesi,3.0,1,120,22500,39.9687718,32.7846709
199,Pursaklar,Saray Osmangazi Mahallesi,1.0,1,30,16000,40.0670721,32.9289235
200,Çankaya,Dumlupınar Mahallesi,4.0,1,200,53000,39.8520647,32.852091
201,Çankaya,Küçükesat Mahallesi,3.0,1,110,30000,39.907811,32.8669788
202,Etimesgut,Tunahan Mahallesi,1.0,1,65,23000,39.9860189,32.6232237
203,Çankaya,Remzi Oğuz Arık Mahallesi,3.0,1,130,41000,39.9072111,32.8598419
204,Keçiören,Kavacık Subayevleri Mahallesi,3.0,1,120,22000,39.9687615,32.8700836
205,Çankaya,Bayraktar Mahallesi,3.0,1,120,23000,39.9010321,32.8786122
206,Gölbaşı,İncek Mahallesi,3.0,1,150,10000,39.8075431,32.6973502
207,Keçiören,Ayvalı Mahallesi,3.0,1,135,24000,39.9833642,32.8182536
208,Keçiören,19 Mayıs Mahallesi,3.0,1,135,22000,39.9873869,32.8532851
209,Çankaya,Ümit Mahallesi,4.0,1,155,45000,39.8944452,32.6985364
210,Çankaya,Keklik Pınarı Mahallesi,3.0,1,115,23500,39.866777,32.8230422
211,Sincan,Andiçen Mahallesi,3.0,1,135,30999,39.9535468,32.5841885
212,Çankaya,100. Yıl Mahallesi,3.0,1,170,30000,39.9005605,32.870189
213,Polatlı,Kurtuluş Mahallesi,5.0,1,175,15000,39.5809187,32.1384644
214,Yenimahalle,Demetlale Mahallesi,3.0,1,100,25000,39.9634391,32.7902555
215,Polatlı,Fatih Mahallesi,3.0,1,135,13500,39.5775119,32.129141
216,Keçiören,Aşağı Eğlence Mahallesi,3.0,1,120,23000,39.9715857,32.8378467
217,Çankaya,Aşağı Öveçler Mahallesi,1.0,1,75,26500,39.8893871,32.8266983
218,Keçiören,19 Mayıs Mahallesi,3.0,1,125,18500,39.9873869,32.8532851
219,Çankaya,Bahçelievler Mahallesi,2.0,1,110,40000,39.9278078,32.8264893
220,Altındağ,Battalgazi Mahallesi,2.0,1,95,15000,39.9667414,32.926961
221,Çankaya,Emek Mahallesi,1.0,1,60,40000,39.9222107,32.8174961
222,Çankaya,Bahçelievler Mahallesi,3.0,1,120,43000,39.9278078,32.8264893
223,Mamak,Şehit Cengiz Topel Mahallesi,3.0,1,175,35000,39.9192154,32.8794858
224,Keçiören,Güzelyurt Mahallesi,3.0,1,125,23000,40.0045004,32.885804
225,Yenimahalle,Aşağı Yahyalar Mahallesi,1.0,1,70,23000,39.9819708,32.7744614
226,Sincan,Pınarbaşı Mahallesi,3.0,1,125,20500,39.9494709,32.5704168
227,Sincan,Fevzi Çakmak Mahallesi,1.0,1,60,21000,40.0128919,32.5172466
228,Sincan,Plevne Mahallesi,3.0,1,125,22000,39.9649906,32.5972253
229,Çankaya,Keklik Pınarı Mahallesi,3.0,1,110,40000,39.866777,32.8230422
230,Çankaya,Bahçelievler Mahallesi,3.0,1,115,45000,39.9278078,32.8264893
231,Çankaya,Bahçelievler Mahallesi,3.0,1,120,55000,39.9278078,32.8264893
232,Yenimahalle,Gazi Mahallesi,1.0,1,50,36000,39.9441968,32.8132357
233,Yenimahalle,Gazi Mahallesi,1.0,1,50,35000,39.9441968,32.8132357
234,Yenimahalle,25 Mart Mahallesi,2.0,1,105,26000,39.9546282,32.7938713
235,Altındağ,Yıldıztepe Mahallesi,2.0,1,110,36500,39.9744275,32.90475
236,Altındağ,Yıldıztepe Mahallesi,3.0,1,135,26500,39.9744275,32.90475
237,Çankaya,Aşağı Öveçler Mahallesi,3.0,1,145,28000,39.8893871,32.8266983
238,Mamak,Durali Alıç Mahallesi,3.0,1,135,35000,39.9029715,32.9308802
239,Mamak,Durali Alıç Mahallesi,3.0,1,135,35000,39.9029715,32.9308802
240,Yenimahalle,Avcılar Mahallesi,3.0,1,120,30000,39.9867879,32.7855435
241,Etimesgut,Piyade Mahallesi,2.0,1,105,22000,39.9509373,32.6379972
242,Etimesgut,Turkuaz Mahallesi,2.0,1,100,25000,39.813935,32.5702419
243,Etimesgut,Topçu Mahallesi,2.0,1,110,23000,39.9544543,32.6162905
244,Yenimahalle,Yunus Emre Mahallesi,3.0,1,160,35000,39.9683128,32.8124025
245,Çankaya,Ayrancı Mahallesi,3.0,1,130,35000,39.9028644,32.8498192
246,Çankaya,Metin Akkuş Mahallesi,3.0,1,125,35000,39.869753,32.8434339
247,Etimesgut,Topçu Mahallesi,3.0,1,140,23000,39.9544543,32.6162905
248,Çankaya,Birlik Mahallesi,4.0,1,150,31000,39.8793835,32.8801712
249,Çankaya,Fakülteler Mahallesi,2.0,1,80,25000,39.930093,32.8735174
250,Yenimahalle,Varlık Mahallesi,2.0,1,80,47500,39.9588988,32.8346157
251,Keçiören,Ovacık Mahallesi,4.0,1,200,40000,40.009709,32.8319878
252,Etimesgut,Göksu Mahallesi,4.0,1,177,67500,39.9898979,32.6411265
253,Çankaya,Anıttepe Mahallesi,2.0,1,140,52000,39.9314478,32.840637
254,Çankaya,Emek Mahallesi,2.0,1,100,28000,39.9222107,32.8174961
255,Çankaya,Şehit Cevdet Özdemir Mahallesi,2.5,1,95,23000,39.8822092,32.8333949
256,Yenimahalle,İnönü Mahallesi,2.0,1,115,55000,39.9533428,32.7219775
257,Sincan,Menderes Mahallesi,3.0,1,130,29500,40.0053079,32.5305332
258,Sincan,Mustafa Kemal Mahallesi,4.0,1,165,32000,40.0037498,32.5183528
259,Çankaya,100. Yıl Mahallesi,6.0,2,300,65000,39.9005605,32.870189
260,Keçiören,Basınevleri Mahallesi,1.0,1,55,22250,39.9696497,32.8531202
261,Yenimahalle,Tepealtı Mahallesi,2.0,1,90,18000,39.9655907,32.8026752
262,Yenimahalle,Esentepe Mahallesi,3.0,1,125,35000,39.9688422,32.8020938
263,Etimesgut,Bağlıca Mahallesi,3.0,1,150,40000,39.8940734,32.6480435
264,Etimesgut,Yeni Bağlıca Mahallesi,4.0,1,180,47000,39.9007102,32.6397785
265,Etimesgut,Şehit Osman Avcı Mahallesi,1.0,0,35,17000,39.9792655,32.6539061
266,Pursaklar,Saray Cumhuriyet Mahallesi,3.0,1,149,34500,40.073594,32.9354818
267,Pursaklar,Saray Cumhuriyet Mahallesi,4.0,1,211,40000,40.073594,32.9354818
268,Pursaklar,Saray Cumhuriyet Mahallesi,3.0,1,149,29500,40.073594,32.9354818
269,Etimesgut,Atakent Mahallesi,3.0,1,110,32000,39.9525155,32.6100851
270,Keçiören,Kanuni Mahallesi,3.0,1,120,31000,40.0207977,32.8589705
271,Çankaya,Oran Mahallesi,1.0,1,65,35000,39.8475718,32.8236051
272,Çankaya,Çamlıtepe Mahallesi,2.0,1,100,25250,39.9267691,32.8698635
273,Çankaya,Bahçelievler Mahallesi,3.0,1,130,40000,39.9278078,32.8264893
274,Çankaya,Yukarı Bahçelievler Mahallesi,3.0,1,125,35000,39.9221083,32.8261127
275,Çankaya,Murat Mahallesi,3.0,1,130,30000,39.9020596,32.8744324
276,Çankaya,Oran Mahallesi,4.0,1,212,95000,39.8475718,32.8236051
277,Etimesgut,30 Ağustos Mahallesi,3.0,1,110,24000,39.9435499,32.6558978
278,Etimesgut,Süvari Mahallesi,3.0,0,110,22000,39.9487007,32.6455548
279,Etimesgut,Kazım Karabekir Mahallesi,3.0,1,125,27000,39.9486211,32.659962
280,Keçiören,Bademlik Mahallesi,3.0,1,130,16500,40.011999,32.8740528
281,Keçiören,Uyanış Mahallesi,3.0,1,125,26500,40.0073378,32.8668194
282,Akyurt,Yeşiltepe Mahallesi,3.0,1,140,21000,40.1389577,33.089533
283,Mamak,Şirintepe Mahallesi,2.0,1,100,17500,39.9148073,32.9236783
284,Mamak,Durali Alıç Mahallesi,3.0,1,135,25500,39.9029715,32.9308802
285,Sincan,Tandoğan Mahallesi,3.0,1,115,19000,39.9650862,32.5762283
286,Etimesgut,Şehit Osman Avcı Mahallesi,1.0,0,55,23000,39.9792655,32.6539061
287,Mamak,Akşemsettin Mahallesi,3.0,1,160,39999,39.9070655,32.9350097
288,Mamak,Zirvekent Mahallesi,1.0,1,70,13250,39.8583371,32.9676194
289,Mamak,Hüseyingazi Mahallesi,3.0,1,135,25000,39.9328255,32.9125214
290,Yenimahalle,İnönü Mahallesi,4.0,1,200,69000,39.9533428,32.7219775
291,Çankaya,Bahçelievler Mahallesi,3.0,1,120,33000,39.9278078,32.8264893
292,Yenimahalle,Ergazi Mahallesi,3.0,1,125,31000,39.9569294,32.7111062
293,Çankaya,Korkutreis Mahallesi,1.0,1,35,17000,39.926101,32.8517951
294,Çankaya,Emek Mahallesi,2.0,1,80,31000,39.9222107,32.8174961
295,Çankaya,Ayrancı Mahallesi,2.0,1,95,35000,39.9028644,32.8498192
296,Keçiören,Bağlarbaşı Mahallesi,3.0,1,130,25000,39.9932896,32.8795626
297,Gölbaşı,Taşpınar Mahallesi,2.0,1,85,36500,39.8306678,32.7588042
298,Mamak,Başak Mahallesi,3.0,1,110,20000,39.9662363,32.9549787
299,Mamak,Hürel Mahallesi,2.0,1,90,22000,39.9368979,32.8982825
300,Akyurt,Yıldırım Mahallesi,3.0,1,115,14500,40.122443,33.0759373
301,Çankaya,Konutkent Mahallesi,1.0,1,36,27500,39.877841,32.6679958
302,Etimesgut,Topçu Mahallesi,3.0,1,110,25000,39.9544543,32.6162905
303,Keçiören,Yükseltepe Mahallesi,4.0,1,200,40000,40.0006432,32.8077829
304,Keçiören,Etlik Mahallesi,3.0,1,120,25000,39.9799604,32.8284002
305,Çankaya,Kültür Mahallesi,4.0,1,180,45000,39.918059,32.8608941
306,Yenimahalle,Mehmet Akif Ersoy Mahallesi,2.0,1,80,30250,39.9662907,32.7715145
307,Keçiören,Aşağı Eğlence Mahallesi,2.0,1,85,22500,39.9715857,32.8378467
308,Sincan,Tandoğan Mahallesi,2.0,1,90,16500,39.9650862,32.5762283
309,Yenimahalle,Demetlale Mahallesi,1.0,1,90,18000,39.9634391,32.7902555
310,Yenimahalle,Yeni Batı Mahallesi,4.0,1,175,45000,39.9744626,32.6967138
311,Keçiören,Aşağı Eğlence Mahallesi,2.0,1,105,22500,39.9715857,32.8378467
312,Çankaya,Karapınar Mahallesi,4.0,1,165,27000,39.8678622,32.8201851
