Unnamed: 0,County,Neighborhood,Room,Saloon,m2,Price,latitude,longitude
1015,Çankaya,Mimar Sinan Mahallesi,2.0,1,78,28250,39.9151646,32.8775929
1016,Altındağ,Yıldıztepe Mahallesi,3.0,1,130,26000,39.9744275,32.90475
1017,Mamak,Altıağaç Mahallesi,2.0,1,100,17500,39.940276,32.9185945
1018,Mamak,Diriliş Mahallesi,1.0,1,100,21000,39.9514066,32.9017354
1019,Yenimahalle,Gazi Mahallesi,1.0,0,55,20000,39.9441968,32.8132357
1020,Keçiören,Ufuktepe Mahallesi,2.0,1,100,15500,40.0122692,32.8527711
1021,Keçiören,İncirli Mahallesi,3.0,1,125,28000,39.9845847,32.846361
1022,Keçiören,Şefkat Mahallesi,3.0,1,125,25500,39.977612,32.8741329
1023,Pursaklar,Fatih Mahallesi,3.0,1,125,23750,40.0400593,32.9014983
1024,Gölbaşı,Şafak Mahallesi,3.0,1,110,32000,39.7957989,32.8093716
1025,Çankaya,Malazgirt Mahallesi,3.0,1,130,37500,39.8702464,32.8301003
1026,Çankaya,Bayraktar Mahallesi,1.0,1,85,20500,39.9010321,32.8786122
1027,Çankaya,Umut Mahallesi,3.0,1,120,29000,39.9058554,32.8746033
1028,Çankaya,Remzi Oğuz Arık Mahallesi,3.0,1,110,32500,39.9072111,32.8598419
1029,Sincan,Osmanlı Mahallesi,3.0,1,120,20000,39.9479488,32.5819215
1030,Çankaya,Çukurambar Mahallesi,3.0,1,178,65000,39.9031304,32.8028578
1031,Çankaya,İlkadım Mahallesi,3.0,1,110,27000,39.8813875,32.8408806
1032,Keçiören,Ayvalı Mahallesi,3.0,1,135,25000,39.9833642,32.8182536
1033,Keçiören,Ayvalı Mahallesi,3.0,1,115,25000,39.9833642,32.8182536
1034,Keçiören,Esertepe Mahallesi,3.0,1,150,36000,39.9925408,32.8345423
1035,Keçiören,İncirli Mahallesi,2.0,1,75,20750,39.9845847,32.846361
1036,Yenimahalle,Yunus Emre Mahallesi,3.0,1,150,27000,39.9683128,32.8124025
1037,Çankaya,Yaşamkent Mahallesi,1.0,1,35,24000,39.858413,32.6438736
1038,Gölbaşı,Kızılcaşar Mahallesi,2.0,1,120,34000,39.8227276,32.732967
1039,Çankaya,Yaşamkent Mahallesi,2.0,1,65,35000,39.858413,32.6438736
1040,Çankaya,Konutkent Mahallesi,1.0,1,40,27000,39.877841,32.6679958
1041,Çankaya,Konutkent Mahallesi,1.0,1,45,24000,39.877841,32.6679958
1042,Çankaya,Yaşamkent Mahallesi,1.0,1,45,26000,39.858413,32.6438736
1043,Çankaya,Yaşamkent Mahallesi,1.0,1,40,27000,39.858413,32.6438736
1044,Çankaya,Konutkent Mahallesi,1.0,1,35,24000,39.877841,32.6679958
1045,Çankaya,Yaşamkent Mahallesi,1.0,1,45,24000,39.858413,32.6438736
1046,Çankaya,Yaşamkent Mahallesi,1.0,1,45,28000,39.858413,32.6438736
1047,Çankaya,Yaşamkent Mahallesi,1.0,0,30,19000,39.858413,32.6438736
1048,Çankaya,Aşağı Öveçler Mahallesi,2.0,1,99,37000,39.8893871,32.8266983
1049,Çankaya,Kavaklıdere Mahallesi,3.0,1,159,40000,39.9133494,32.8578531
1050,Çankaya,İlkbahar Mahallesi,3.5,1,150,65000,39.8621563,32.8585944
1051,Çankaya,İlkbahar Mahallesi,2.0,1,120,40000,39.8621563,32.8585944
1052,Çankaya,Aşıkpaşa Mahallesi,3.5,1,240,50000,39.9094774,32.8831469
1053,Çankaya,Oran Mahallesi,3.5,1,165,60000,39.8475718,32.8236051
1054,Yenimahalle,Yeni Batı Mahallesi,1.0,1,60,37500,39.9744626,32.6967138
1055,Yenimahalle,Yukarı Yahyalar Mahallesi,3.0,1,125,18500,39.9818517,32.7807997
1056,Çankaya,Mustafa Kemal Mahallesi,5.0,1,325,60000,39.9103992,32.7680457
1057,Gölbaşı,Kızılcaşar Mahallesi,2.0,1,90,27500,39.8227276,32.732967
1058,Etimesgut,Güzelkent Mahallesi,3.0,1,120,25000,39.9872497,32.6074042
1059,Polatlı,Gazi Mahallesi,3.0,1,115,12000,39.586444,32.1409014
1060,Yenimahalle,Gayret Mahallesi,2.0,1,90,20000,39.9591081,32.8110175
1061,Keçiören,İncirli Mahallesi,3.0,1,110,24000,39.9845847,32.846361
1062,Etimesgut,Topçu Mahallesi,3.0,1,145,23000,39.9544543,32.6162905
1063,Keçiören,Kanuni Mahallesi,3.0,1,125,18000,40.0207977,32.8589705
1064,Altındağ,Aydınlıkevler Mahallesi,2.0,1,105,25500,39.9627386,32.8748794
1065,Çankaya,Oran Mahallesi,2.0,1,127,82000,39.8475718,32.8236051
1066,Gölbaşı,İncek Mahallesi,2.0,1,85,24000,39.8075431,32.6973502
1067,Çankaya,Osman Temiz Mahallesi,3.0,1,115,23000,39.8753379,32.8364438
1068,Gölbaşı,Taşpınar Mahallesi,1.0,1,55,25000,39.8306678,32.7588042
1069,Çankaya,Konutkent Mahallesi,3.0,1,134,53000,39.877841,32.6679958
1070,Etimesgut,Elvan Mahallesi,3.0,1,120,22000,39.9489178,32.6291227
1071,Keçiören,Kuşcağız Mahallesi,3.0,1,80,18000,39.9946817,32.8518525
1072,Çankaya,Büyükesat Mahallesi,2.0,1,95,42000,39.8923503,32.8769596
1073,Çankaya,Yücetepe Mahallesi,2.0,1,75,35000,39.9207809,32.8408492
1074,Etimesgut,Devlet Mahallesi,3.0,1,125,32000,39.9772884,32.6066636
1075,Yenimahalle,Susuz Mahallesi,4.0,1,185,39500,40.0204091,32.6551222
1076,Polatlı,Şehitlik Mahallesi,3.0,1,145,15000,39.5821905,32.1259406
1077,Gölbaşı,Kızılcaşar Mahallesi,1.0,1,65,33000,39.8227276,32.732967
1078,Keçiören,Tepebaşı Mahallesi,2.5,1,120,19750,39.9844422,32.8610263
1079,Gölbaşı,Seğmenler Mahallesi,3.0,1,140,27500,,
1080,Altındağ,Gültepe Mahallesi,2.0,1,106,20500,39.9487494,32.8849449
1081,Mamak,Demirlibahçe Mahallesi,4.0,1,250,30500,39.9365913,32.8825623
1082,Keçiören,Kuşcağız Mahallesi,2.0,1,115,16500,39.9946817,32.8518525
1083,Pursaklar,Merkez Mahallesi,3.0,1,105,18000,40.0371641,32.8970859
1084,Çankaya,Sancak Mahallesi,6.0,1,280,45000,39.8722704,32.8632382
1085,Çankaya,Hilal Mahallesi,3.0,1,130,30000,39.8688676,32.8560354
1086,Etimesgut,30 Ağustos Mahallesi,3.0,1,110,22500,39.9435499,32.6558978
1087,Sincan,Atatürk Mahallesi,3.0,1,130,16000,39.9641128,32.5816913
1088,Gölbaşı,Şafak Mahallesi,3.0,1,110,20000,39.7957989,32.8093716
1089,Gölbaşı,Bahçelievler Mahallesi,2.0,1,80,28500,39.789888,32.8072715
1090,Keçiören,Aşağı Eğlence Mahallesi,2.0,1,120,22500,39.9715857,32.8378467
1091,Sincan,Saraycık Mahallesi,3.0,1,120,25000,39.9388091,32.5771045
1092,Gölbaşı,Taşpınar Mahallesi,3.0,1,110,30000,39.8306678,32.7588042
1093,Yenimahalle,Özevler Mahallesi,3.0,1,120,21500,39.975155,32.7787923
1094,Gölbaşı,Seğmenler Mahallesi,2.0,1,75,27000,,
1095,Etimesgut,Atayurt Mahallesi,4.0,1,190,35000,39.8419009,32.5398583
1096,Gölbaşı,Seğmenler Mahallesi,2.0,1,75,27000,,
1097,Etimesgut,Atayurt Mahallesi,4.0,1,190,35000,39.8419009,32.5398583
1098,Mamak,Abidinpaşa Mahallesi,3.0,1,95,20000,39.928423,32.8869226
1099,Çankaya,Seyranbağları Mahallesi,1.0,1,50,18000,39.9159567,32.8665568
1100,Keçiören,Tepebaşı Mahallesi,3.5,1,230,30000,39.9844422,32.8610263
1101,Keçiören,Şenlik Mahallesi,3.0,1,95,22000,39.9959239,32.8704206
1102,Çankaya,Huzur Mahallesi,3.0,1,130,30000,39.8749037,32.8205341
1103,Etimesgut,Altay Mahallesi,1.0,1,65,23000,39.972489,32.6447493
1104,Keçiören,Şenyuva Mahallesi,3.0,1,125,23000,40.011987,32.8952648
1105,Pursaklar,Ayyıldız Mahallesi,2.0,1,70,18000,40.0276091,32.8903299
1106,Sincan,Fatih Mahallesi,2.0,1,80,15000,39.9892521,32.5876386
1107,Çankaya,Yıldızevler Mahallesi,2.0,1,90,37000,39.8764536,32.860692
1108,Keçiören,Osmangazi Mahallesi,3.0,1,130,25500,40.0137581,32.8604171
1109,Kahramankazan,Atatürk Mahallesi,3.0,1,155,27000,40.203868,32.6792445
1110,Kahramankazan,Atatürk Mahallesi,2.0,1,110,18000,40.203868,32.6792445
1111,Şereflikoçhisar,İstiklal Mahallesi,1.0,1,80,12000,38.9294815,33.5500792
1112,Beypazarı,Hacıkara Mahallesi,3.0,1,140,19000,40.1527383,31.915381
1113,Gölbaşı,İncek Mahallesi,1.0,1,45,22000,39.8075431,32.6973502
1114,Gölbaşı,Taşpınar Mahallesi,1.0,1,50,22000,39.8306678,32.7588042
1115,Yenimahalle,Demetlale Mahallesi,3.0,1,125,24500,39.9634391,32.7902555
1116,Keçiören,Etlik Mahallesi,2.0,1,95,13500,39.9799604,32.8284002
1117,Gölbaşı,Kızılcaşar Mahallesi,2.0,1,130,49000,39.8227276,32.732967
1118,Etimesgut,Şehit Osman Avcı Mahallesi,1.0,0,38,17500,39.9792655,32.6539061
1119,Etimesgut,Şeyh Şamil Mahallesi,2.0,1,75,25000,39.9983957,32.6295384
1120,Çankaya,Yaşamkent Mahallesi,3.5,1,185,48500,39.858413,32.6438736
1121,Mamak,Altınevler Mahallesi,3.0,1,125,25500,39.9508759,32.8943761
1122,Yenimahalle,Yeni Batı Mahallesi,2.0,1,80,38000,39.9744626,32.6967138
1123,Çankaya,Cebeci Mahallesi,1.0,1,45,28000,39.9325248,32.8781919
1124,Mamak,Akşemsettin Mahallesi,3.0,1,135,30000,39.9070655,32.9350097
1125,Keçiören,Kuşcağız Mahallesi,2.0,1,90,18500,39.9946817,32.8518525
1126,Yenimahalle,Tepealtı Mahallesi,2.0,1,100,24000,39.9655907,32.8026752
1127,Yenimahalle,Beştepe Mahallesi,2.0,1,95,34250,39.9243387,32.812235
1128,Çankaya,Birlik Mahallesi,1.0,1,60,23500,39.8793835,32.8801712
1129,Gölbaşı,Taşpınar Mahallesi,4.5,1,225,78000,39.8306678,32.7588042
1130,Mamak,Mehtap Mahallesi,2.0,1,90,18500,39.9327491,32.897245
1131,Keçiören,Karşıyaka Mahallesi,3.0,1,150,13250,40.0520255,32.8450575
1132,Yenimahalle,Demetgül Mahallesi,3.0,1,140,20000,39.96265,32.7945377
1133,Çankaya,Sokullu Mehmet Paşa Mahallesi,3.0,1,110,23000,39.8926411,32.8337432
1134,Etimesgut,Yukarıyurtçu Mahallesi,3.0,1,118,18000,39.823077,32.5497806
1135,Yenimahalle,Demetgül Mahallesi,3.0,1,120,19500,39.96265,32.7945377
1136,Keçiören,Pınarbaşı Mahallesi,4.0,1,135,20000,40.002022,32.86543
1137,Polatlı,Zafer Mahallesi,3.0,1,155,15000,39.5781587,32.1419104
1138,Çankaya,Büyükesat Mahallesi,1.0,1,70,30000,39.8923503,32.8769596
1139,Keçiören,Şefkat Mahallesi,3.0,0,110,20000,39.977612,32.8741329
1140,Polatlı,Cumhuriyet Mahallesi,3.0,1,135,16000,39.5832328,32.1466362
1141,Gölbaşı,İncek Mahallesi,1.0,1,50,18000,39.8075431,32.6973502
1142,Pursaklar,Saray Cumhuriyet Mahallesi,3.0,1,140,29000,40.073594,32.9354818
1143,Çankaya,Bahçelievler Mahallesi,4.0,1,150,85000,39.9278078,32.8264893
1144,Çankaya,Bağcılar Mahallesi,1.0,1,110,45000,39.901288,32.8816882
1145,Çankaya,Bayraktar Mahallesi,3.0,1,115,26000,39.9010321,32.8786122
1146,Çankaya,Emek Mahallesi,3.0,1,105,29000,39.9222107,32.8174961
1147,Mamak,Tuzluçayır Mahallesi,3.0,1,120,18500,39.9237579,32.9071088
1148,Mamak,Diriliş Mahallesi,2.0,1,95,19000,39.9514066,32.9017354
1149,Altındağ,Aydınlıkevler Mahallesi,2.0,1,85,25000,39.9627386,32.8748794
1150,Çankaya,Büyükesat Mahallesi,1.0,1,65,35000,39.8923503,32.8769596
1151,Çankaya,Kazım Özalp Mahallesi,1.0,1,75,40000,39.8931202,32.8697628
1152,Çankaya,Büyükesat Mahallesi,1.0,1,70,25000,39.8923503,32.8769596
1153,Çankaya,Kazım Özalp Mahallesi,1.0,1,75,39000,39.8931202,32.8697628
1154,Çankaya,Kazım Özalp Mahallesi,2.0,1,90,42000,39.8931202,32.8697628
1155,Çankaya,Büyükesat Mahallesi,1.0,1,70,27000,39.8923503,32.8769596
1156,Çankaya,Kazım Özalp Mahallesi,1.0,1,75,30000,39.8931202,32.8697628
1157,Çankaya,Kazım Özalp Mahallesi,1.0,1,75,35000,39.8931202,32.8697628
1158,Keçiören,Yayla Mahallesi,1.0,1,81,20000,39.9920925,32.8292426
1159,Mamak,Zirvekent Mahallesi,1.0,1,65,9500,39.8583371,32.9676194
1160,Çankaya,Birlik Mahallesi,5.0,1,280,50000,39.8793835,32.8801712
1161,Mamak,Zirvekent Mahallesi,1.0,1,65,11000,39.8583371,32.9676194
1162,Yenimahalle,Yunus Emre Mahallesi,3.0,1,135,27000,39.9683128,32.8124025
1163,Çankaya,Anıttepe Mahallesi,3.0,1,100,27000,39.9314478,32.840637
1164,Çankaya,Remzi Oğuz Arık Mahallesi,3.0,1,130,38000,39.9072111,32.8598419
1165,Yenimahalle,Serhat Mahallesi,3.0,1,130,25000,39.9843715,32.7611521
1166,Çankaya,Yukarı Dikmen Mahallesi,2.0,1,120,47000,39.8553094,32.845662
1167,Çankaya,Ayrancı Mahallesi,7.0,1,450,82500,39.9028644,32.8498192
1168,Çankaya,Harbiye Mahallesi,3.0,1,120,30000,39.8909554,32.838563
1169,Keçiören,Osmangazi Mahallesi,3.0,1,115,13000,40.0137581,32.8604171
1170,Keçiören,İncirli Mahallesi,3.0,1,105,19500,39.9845847,32.846361
1171,Polatlı,Cumhuriyet Mahallesi,2.0,1,100,13000,39.5832328,32.1466362
1172,Polatlı,Şehitlik Mahallesi,3.0,1,160,18500,39.5821905,32.1259406
1173,Polatlı,Mehmet Akif Mahallesi,2.0,1,95,23500,39.5945776,32.1430935
1174,Keçiören,Kuşcağız Mahallesi,3.0,1,125,14000,39.9946817,32.8518525
1175,Etimesgut,Aşağıyurtçu Mahallesi,3.0,1,137,19000,39.8146837,32.5367159
1176,Çankaya,Alacaatlı Mahallesi,1.0,1,60,25000,39.8478748,32.6747922
1177,Etimesgut,Süvari Mahallesi,3.0,1,135,26000,39.9487007,32.6455548
1178,Çankaya,Güzeltepe Mahallesi,2.0,1,95,35000,39.8842146,32.848704
1179,Keçiören,Adnan Menderes Mahallesi,5.0,1,210,37500,40.0002536,32.8814829
1180,Sincan,Andiçen Mahallesi,2.0,1,60,21000,39.9535468,32.5841885
1181,Sincan,Hürriyet Mahallesi,1.0,1,55,9000,39.9429827,32.5899198
1182,Çubuk,Yavuzselim Mahallesi,3.0,1,135,15000,40.2440734,33.040631
1183,Keçiören,Ayvalı Mahallesi,2.0,1,90,19500,39.9833642,32.8182536
1184,Mamak,Altınevler Mahallesi,3.0,1,142,27000,39.9508759,32.8943761
1185,Etimesgut,İstasyon Mahallesi,3.0,1,130,21000,39.9469837,32.6633365
1186,Gölbaşı,İncek Mahallesi,1.0,1,50,27500,39.8075431,32.6973502
1187,Keçiören,Etlik Mahallesi,3.0,1,130,25250,39.9799604,32.8284002
1188,Çankaya,Kocatepe Mahallesi,3.0,1,160,28000,39.9199852,32.8582095
1189,Keçiören,Ayvalı Mahallesi,3.0,1,115,19000,39.9833642,32.8182536
1190,Altındağ,Aydınlıkevler Mahallesi,2.0,1,105,24000,39.9627386,32.8748794
1191,Polatlı,Kurtuluş Mahallesi,3.0,1,135,13000,39.5809187,32.1384644
1192,Etimesgut,Alsancak Mahallesi,3.0,1,120,24000,39.9340199,32.6494081
1193,Keçiören,Tepebaşı Mahallesi,1.0,1,90,25000,39.9844422,32.8610263
1194,Çankaya,Remzi Oğuz Arık Mahallesi,1.0,1,50,35000,39.9072111,32.8598419
1195,Mamak,Peyami Safa Mahallesi,3.0,1,130,19999,39.9204117,32.8946544
1196,Altındağ,Hacı Bayram Mahallesi,2.0,1,80,19000,39.9432395,32.8568726
1197,Yenimahalle,Yuvaköy Mahallesi,4.0,1,220,55000,40.0203817,32.7265363
1198,Çankaya,Anıttepe Mahallesi,1.0,1,67,35000,39.9314478,32.840637
1199,Altındağ,Örnek Mahallesi,1.0,1,75,11000,39.9561899,32.8728653
1200,Pursaklar,Merkez Mahallesi,3.0,1,130,35000,40.0371641,32.8970859
1201,Keçiören,Ayvalı Mahallesi,3.0,1,105,21000,39.9833642,32.8182536
1202,Keçiören,Ayvalı Mahallesi,2.0,1,95,16000,39.9833642,32.8182536
1203,Sincan,Yeniçimşit Mahallesi,1.0,1,65,16000,39.9501441,32.5529346
1204,Keçiören,Basınevleri Mahallesi,2.0,1,72,18000,39.9696497,32.8531202
1205,Polatlı,İstiklal Mahallesi,3.0,1,165,20000,39.576255,32.1576046
1206,Etimesgut,Altay Mahallesi,3.0,1,110,43000,39.972489,32.6447493
1207,Altındağ,Aydınlıkevler Mahallesi,3.0,1,110,26000,39.9627386,32.8748794
1208,Keçiören,Yakacık Mahallesi,3.0,1,115,25000,39.9888014,32.867197
1209,Polatlı,Şehitlik Mahallesi,3.0,1,135,14000,39.5821905,32.1259406
1210,Polatlı,Şentepe Mahallesi,3.0,1,160,20500,39.5644641,32.1450555
1211,Çankaya,Kızılay Mahallesi,4.0,1,130,45000,39.9215522,32.8517202
1212,Keçiören,Osmangazi Mahallesi,3.0,1,120,16000,40.0137581,32.8604171
1213,Çankaya,İlkbahar Mahallesi,2.0,1,115,35000,39.8621563,32.8585944
1214,Çankaya,Arka Topraklık Mahallesi,3.0,1,115,32000,,
1215,Keçiören,Ayvalı Mahallesi,3.0,1,130,18500,39.9833642,32.8182536
1216,Yenimahalle,Esentepe Mahallesi,3.0,1,125,22000,39.9688422,32.8020938
1217,Sincan,Osmanlı Mahallesi,3.0,1,120,17000,39.9479488,32.5819215
1218,Altındağ,Aydınlıkevler Mahallesi,2.0,1,110,25000,39.9627386,32.8748794
1219,Sincan,Gazi Osmanpaşa Mahallesi,3.0,1,110,17000,39.9924403,32.5793882
1220,Mamak,Hüseyingazi Mahallesi,3.0,1,120,17000,39.9328255,32.9125214
1221,Çankaya,Emek Mahallesi,3.0,1,110,36000,39.9222107,32.8174961
1222,Çankaya,Emek Mahallesi,1.0,1,90,35000,39.9222107,32.8174961
1223,Polatlı,Kurtuluş Mahallesi,3.0,1,130,13000,39.5809187,32.1384644
1224,Gölbaşı,Taşpınar Mahallesi,1.0,1,62,20000,39.8306678,32.7588042
1225,Etimesgut,Tunahan Mahallesi,1.0,1,50,18000,39.9860189,32.6232237
1226,Keçiören,Atapark Mahallesi,3.0,1,120,18000,40.007897,32.844849
1227,Yenimahalle,Mehmet Akif Ersoy Mahallesi,4.5,1,185,70000,39.9662907,32.7715145
1228,Çankaya,Çiğdem Mahallesi,3.0,1,110,28000,39.8838377,32.8028892
1229,Keçiören,Yayla Mahallesi,3.0,1,130,25600,39.9920925,32.8292426
1230,Polatlı,Kurtuluş Mahallesi,2.0,1,123,17000,39.5809187,32.1384644
1231,Polatlı,Şehitlik Mahallesi,1.0,1,65,21000,39.5821905,32.1259406
1232,Polatlı,Zafer Mahallesi,3.0,1,130,15250,39.5781587,32.1419104
1233,Polatlı,Cumhuriyet Mahallesi,3.0,1,140,18000,39.5832328,32.1466362
1234,Pursaklar,Saray Fatih Mahallesi,3.0,1,140,25000,40.0786967,32.9204739
1235,Polatlı,Şentepe Mahallesi,4.0,1,170,25000,39.5644641,32.1450555
1236,Çankaya,Akpınar Mahallesi,3.0,1,160,43000,39.8660015,32.8121339
1237,Etimesgut,Tunahan Mahallesi,3.0,1,120,35000,39.9860189,32.6232237
1238,Çankaya,Kızılırmak Mahallesi,1.0,1,105,88000,39.9054617,32.8111203
1239,Keçiören,Aşağı Eğlence Mahallesi,2.0,1,125,46000,39.9715857,32.8378467
1240,Polatlı,Şentepe Mahallesi,3.0,1,160,18500,39.5644641,32.1450555
1241,Polatlı,İstiklal Mahallesi,3.0,1,150,18000,39.576255,32.1576046
1242,Polatlı,Gazi Mahallesi,3.0,1,150,17000,39.586444,32.1409014
1243,Polatlı,İstiklal Mahallesi,3.0,1,150,18000,39.576255,32.1576046
1244,Polatlı,Gazi Mahallesi,3.0,1,150,17000,39.586444,32.1409014
1245,Etimesgut,Atayurt Mahallesi,2.0,1,95,25000,39.8419009,32.5398583
1246,Gölbaşı,Karşıyaka Mahallesi,3.0,1,110,25000,39.7968532,32.7978875
1247,Çankaya,Kazım Özalp Mahallesi,2.0,1,60,50000,39.8931202,32.8697628
1248,Gölbaşı,İncek Mahallesi,1.0,1,54,25000,39.8075431,32.6973502
1249,Çankaya,Oran Mahallesi,3.0,1,189,105000,39.8475718,32.8236051
1250,Çankaya,Bayraktar Mahallesi,4.0,1,190,41000,39.9010321,32.8786122
1251,Sincan,Pınarbaşı Mahallesi,3.0,1,120,18000,39.9494709,32.5704168
1252,Gölbaşı,Örencik Mahallesi,1.0,1,52,23900,39.781067,32.834237
1253,Keçiören,Kuşcağız Mahallesi,2.0,1,100,17500,39.9946817,32.8518525
1254,Keçiören,Aşağı Eğlence Mahallesi,3.0,1,120,18000,39.9715857,32.8378467
1255,Çankaya,Bahçelievler Mahallesi,2.0,1,75,28000,39.9278078,32.8264893
1256,Çankaya,Mutlukent Mahallesi,3.0,1,125,36000,39.8907013,32.7084145
1257,Etimesgut,Şehit Osman Avcı Mahallesi,2.0,1,95,35000,39.9792655,32.6539061
1258,Çankaya,Hilal Mahallesi,4.0,1,185,80000,39.8688676,32.8560354
1259,Etimesgut,Kazım Karabekir Mahallesi,3.0,1,110,22000,39.9486211,32.659962
1260,Gölbaşı,İncek Mahallesi,1.0,1,48,17500,39.8075431,32.6973502
1261,Etimesgut,Etiler Mahallesi,3.0,1,120,25000,39.951051,32.6652682
1262,Keçiören,Pınarbaşı Mahallesi,3.0,1,110,17500,40.002022,32.86543
1263,Gölbaşı,Karşıyaka Mahallesi,1.0,1,50,25000,39.7968532,32.7978875
1264,Mamak,Şafaktepe Mahallesi,3.0,1,140,25000,39.9391045,32.8877333
1265,Yenimahalle,Yunus Emre Mahallesi,3.0,1,135,27000,39.9683128,32.8124025
1266,Çankaya,Kültür Mahallesi,2.0,0,140,49000,39.918059,32.8608941
1267,Keçiören,Ayvalı Mahallesi,1.0,1,90,35000,39.9833642,32.8182536
1268,Yenimahalle,Yunus Emre Mahallesi,3.0,1,140,55000,39.9683128,32.8124025
1269,Çankaya,Meşrutiyet Mahallesi,4.0,1,115,23000,39.9176167,32.855373
1270,Çankaya,Aşıkpaşa Mahallesi,2.0,1,110,28000,39.9094774,32.8831469
1271,Sincan,Akşemsettin Mahallesi,3.0,1,100,18000,39.96683,32.5895634
1272,Gölbaşı,Seğmenler Mahallesi,1.0,1,90,30000,,
1273,Keçiören,Yayla Mahallesi,3.0,1,100,19500,39.9920925,32.8292426
1274,Keçiören,Atapark Mahallesi,3.0,1,140,26000,40.007897,32.844849
1275,Altındağ,Örnek Mahallesi,3.0,1,125,19000,39.9561899,32.8728653
1276,Polatlı,Şehitlik Mahallesi,3.0,1,140,15000,39.5821905,32.1259406
1277,Beypazarı,Başağaç Mahallesi,3.0,1,135,23000,40.1474991,31.907131
1278,Keçiören,Hisar Mahallesi,4.0,2,230,19000,40.0484774,32.8398717
1279,Çankaya,İlkbahar Mahallesi,4.5,1,234,65000,39.8621563,32.8585944
1280,Pursaklar,Ayyıldız Mahallesi,2.0,1,75,13000,40.0276091,32.8903299
1281,Sincan,Akşemsettin Mahallesi,2.0,1,100,19500,39.96683,32.5895634
1282,Gölbaşı,İncek Mahallesi,1.0,1,42,17000,39.8075431,32.6973502
1283,Gölbaşı,İncek Mahallesi,1.0,1,45,22000,39.8075431,32.6973502
1284,Gölbaşı,İncek Mahallesi,1.0,1,45,19500,39.8075431,32.6973502
1285,Çankaya,Ayrancı Mahallesi,3.0,1,135,37000,39.9028644,32.8498192
1286,Gölbaşı,İncek Mahallesi,1.0,1,44,19500,39.8075431,32.6973502
1287,Gölbaşı,Örencik Mahallesi,1.0,1,55,22750,39.781067,32.834237
1288,Sincan,29 Ekim Mahallesi,2.0,1,90,17900,40.0130019,32.5308344
1289,Çankaya,Oğuzlar Mahallesi,2.0,1,70,38000,39.9009169,32.8169743
1290,Sincan,Plevne Mahallesi,1.0,0,150,20000,39.9649906,32.5972253
1291,Yenimahalle,Yeni Batı Mahallesi,1.0,1,50,26000,39.9744626,32.6967138
1292,Yenimahalle,Yeni Batı Mahallesi,1.0,1,50,24500,39.9744626,32.6967138
1293,Etimesgut,Atakent Mahallesi,2.0,1,120,35000,39.9525155,32.6100851
1294,Yenimahalle,Demetgül Mahallesi,3.0,1,145,23650,39.96265,32.7945377
1295,Keçiören,Aşağı Eğlence Mahallesi,3.0,1,120,20000,39.9715857,32.8378467
1296,Altındağ,Zübeyde Hanım Mahallesi,2.5,1,110,16000,39.9527403,32.8470761
1297,Sincan,Osmanlı Mahallesi,3.0,1,120,20000,39.9479488,32.5819215
1298,Keçiören,İncirli Mahallesi,3.0,1,120,17500,39.9845847,32.846361
1299,Çankaya,Umut Mahallesi,2.0,1,80,28000,39.9058554,32.8746033
1300,Keçiören,İncirli Mahallesi,3.0,1,120,17500,39.9845847,32.846361
1301,Çankaya,Umut Mahallesi,2.0,1,80,28000,39.9058554,32.8746033
1302,Çubuk,Esenboğa Merkez Mahallesi,1.0,1,50,14750,,
1303,Sincan,İstasyon Mahallesi,3.0,1,125,35000,39.9697924,32.5821159
1304,Sincan,Plevne Mahallesi,3.0,1,120,20000,39.9649906,32.5972253
1305,Etimesgut,Şehit Osman Avcı Mahallesi,1.0,1,65,30000,39.9792655,32.6539061
1306,Altındağ,Beşikkaya Mahallesi,3.0,1,110,14500,39.9700956,32.9476632
1307,Etimesgut,30 Ağustos Mahallesi,2.0,1,90,21000,39.9435499,32.6558978
1308,Etimesgut,Tunahan Mahallesi,1.0,1,69,25500,39.9860189,32.6232237
1309,Etimesgut,Atakent Mahallesi,2.0,1,90,28000,39.9525155,32.6100851
1310,Çankaya,Ayrancı Mahallesi,3.0,1,140,38000,39.9028644,32.8498192
1311,Gölbaşı,İncek Mahallesi,5.0,1,228,54000,39.8075431,32.6973502
1312,Çankaya,Konutkent Mahallesi,1.0,1,74,36000,39.877841,32.6679958
1313,Gölbaşı,Taşpınar Mahallesi,2.0,1,128,37500,39.8306678,32.7588042
1314,Çankaya,Konutkent Mahallesi,4.0,1,260,75000,39.877841,32.6679958
1315,Çankaya,Yücetepe Mahallesi,3.0,1,110,36000,39.9207809,32.8408492
1316,Keçiören,Yakacık Mahallesi,3.0,1,125,22000,39.9888014,32.867197
1317,Keçiören,Şefkat Mahallesi,3.0,1,130,25000,39.977612,32.8741329
1318,Keçiören,Esertepe Mahallesi,3.0,1,130,25000,39.9925408,32.8345423
1319,Polatlı,Gazi Mahallesi,3.0,1,125,26000,39.586444,32.1409014
1320,Keçiören,Ayvalı Mahallesi,3.0,1,120,20000,39.9833642,32.8182536
1321,Gölbaşı,Taşpınar Mahallesi,1.0,1,60,20000,39.8306678,32.7588042
1322,Çankaya,Beytepe Mahallesi,3.0,1,150,85000,39.8564127,32.7405291
1323,Çankaya,Tınaztepe Mahallesi,3.0,1,120,27500,39.9152668,32.8639693
1324,Çankaya,Kültür Mahallesi,3.0,1,150,30000,39.918059,32.8608941
